id,area,room_type,accommodates,bathrooms,beds,min_nights,num_reviews,rating,price
39558009,Roosevelt Island,Private room,2,1.5,1.0,30,1,1.0,70.0
41326428,East Harlem,Private room,2,1.0,1.0,30,0,,150.0
43098254,Harlem,Entire home/apt,9,1.5,2.0,30,0,,450.0
52307689,Harlem,Entire home/apt,4,1.0,2.0,30,0,,150.0
49540622,Upper West Side,Private room,1,1.0,1.0,30,0,,60.0
53594731,Midtown,Entire home/apt,6,1.5,3.0,30,0,,793.0
593512409390835064,Harlem,Entire home/apt,1,1.0,1.0,30,2,5.0,75.0
46679248,Harlem,Private room,2,1.0,1.0,30,0,,100.0
978973668995905832,Midtown,Private room,2,1.0,1.0,30,0,,224.0
978956682973924369,Midtown,Private room,2,1.0,1.0,30,0,,224.0
982812964885848793,East Harlem,Entire home/apt,2,1.0,1.0,30,0,,149.0
978968341543041417,Midtown,Private room,2,1.0,1.0,30,0,,224.0
235951,Midtown,Entire home/apt,2,1.0,1.0,30,155,4.69,188.0
271694,Midtown,Entire home/apt,2,1.0,1.0,365,19,4.11,125.0
47734703,Chelsea,Entire home/apt,2,1.0,2.0,180,0,,1214.0
13213869,Washington Heights,Private room,2,0.5,1.0,30,10,4.9,85.0
2599591,East Village,Private room,2,1.0,2.0,30,0,,174.0
1146653,Upper West Side,Entire home/apt,3,1.0,1.0,30,23,4.9,1000.0
1027808,East Village,Entire home/apt,3,2.0,1.0,30,54,4.87,450.0
48581688,Chinatown,Private room,1,0.0,1.0,30,0,,86.0
1001719631412490320,Washington Heights,Private room,2,1.0,1.0,30,0,,80.0
48867046,Gramercy,Entire home/apt,2,1.0,1.0,30,8,5.0,80.0
1004436707360654479,Chinatown,Private room,2,1.0,1.0,1,0,,678.0
1005738027556061705,East Harlem,Private room,1,2.0,1.0,30,0,,56.0
3394517,East Harlem,Private room,2,1.5,1.0,30,83,4.75,49.0
49057864,Washington Heights,Private room,1,1.0,1.0,30,1,5.0,65.0
49124837,Chelsea,Private room,2,1.0,1.0,1,10,4.8,999.0
52553133,Midtown,Entire home/apt,2,1.0,1.0,1,25,3.84,174.0
915410445541292401,Theater District,Private room,3,1.0,1.0,1,0,,913.0
52553514,Midtown,Entire home/apt,2,1.0,1.0,1,26,4.27,179.0
52553544,Midtown,Entire home/apt,2,1.0,1.0,1,38,4.21,172.0
45599856,Harlem,Entire home/apt,1,1.0,1.0,30,0,,63.0
15158194,Washington Heights,Entire home/apt,2,1.0,1.0,75,10,4.4,84.0
945007284377459483,Harlem,Entire home/apt,3,1.0,1.0,30,1,5.0,74.0
50915627,Chelsea,Entire home/apt,3,1.0,1.0,30,4,4.75,275.0
1025490208137991575,Hell's Kitchen,Entire home/apt,2,1.0,1.0,2,3,5.0,428.0
50802956,Harlem,Private room,2,1.0,2.0,30,44,4.77,179.0
51269470,Murray Hill,Private room,2,1.0,1.0,30,0,,413.0
51821915,Midtown,Entire home/apt,3,1.0,2.0,30,1,5.0,348.0
51901717,Financial District,Entire home/apt,3,1.5,1.0,30,2,5.0,325.0
53610004,Upper West Side,Entire home/apt,2,1.0,1.0,45,0,,150.0
869101915960771447,Theater District,Private room,6,3.0,3.0,1,0,,590.0
10190411,Morningside Heights,Entire home/apt,2,2.0,2.0,60,0,,154.0
9944426,Battery Park City,Entire home/apt,5,1.0,2.0,90,0,,239.0
583428565614956095,Upper West Side,Entire home/apt,5,1.0,1.0,30,53,4.7,200.0
843523136732188405,Morningside Heights,Private room,1,0.0,1.0,30,0,,88.0
983728495244164374,Battery Park City,Entire home/apt,2,1.0,1.0,30,0,,228.0
42888442,Upper East Side,Entire home/apt,5,1.0,2.0,30,10,4.6,206.0
27929015,Hell's Kitchen,Private room,1,1.0,2.0,30,0,,109.0
45522628,Upper East Side,Private room,1,0.0,1.0,30,0,,85.0
45375686,Upper East Side,Private room,1,0.0,1.0,30,0,,97.0
947990637125132193,Murray Hill,Entire home/apt,2,1.0,2.0,150,0,,240.0
741856106447591515,Upper East Side,Entire home/apt,3,1.0,1.0,30,2,4.0,119.0
34722584,Upper East Side,Entire home/apt,4,1.0,2.0,50,0,,129.0
1039753101132672547,Battery Park City,Entire home/apt,2,1.0,1.0,30,0,,160.0
800975213816402823,East Harlem,Private room,1,1.0,1.0,30,5,3.6,29.0
44189936,Kips Bay,Entire home/apt,4,1.0,1.0,30,2,4.5,175.0
51288172,Upper West Side,Private room,1,1.0,1.0,30,3,5.0,83.0
1008307464075677641,Morningside Heights,Entire home/apt,4,1.0,3.0,30,0,,193.0
857967724039296308,Morningside Heights,Private room,1,1.0,1.0,30,3,3.0,40.0
875889124002067051,Upper East Side,Entire home/apt,5,1.0,3.0,30,1,3.0,167.0
53364824,Upper East Side,Entire home/apt,2,1.0,1.0,30,7,5.0,229.0
1011380639640712555,East Harlem,Private room,1,1.0,1.0,30,0,,57.0
18971993,East Harlem,Private room,2,1.0,1.0,30,138,4.78,55.0
776033103286310223,Upper West Side,Private room,1,0.0,1.0,30,0,,103.0
847350869830035151,Upper East Side,Entire home/apt,3,1.0,1.0,30,0,,271.0
842703887296850136,Upper East Side,Private room,1,0.0,1.0,30,0,,81.0
706103073370158062,Harlem,Private room,2,1.0,1.0,30,66,4.86,50.0
1016229130708200152,Harlem,Private room,2,1.0,1.0,1,10,4.4,85.0
50879115,Harlem,Private room,1,1.0,1.0,30,109,4.87,88.0
52329346,East Harlem,Private room,1,0.0,1.0,30,0,,70.0
993472908889992230,Chelsea,Private room,2,3.0,1.0,1,5,4.6,50.0
670935545121631494,East Harlem,Private room,2,1.0,1.0,30,5,5.0,115.0
45578986,Upper East Side,Entire home/apt,3,1.0,1.0,30,5,4.8,95.0
986778683331694713,Chelsea,Entire home/apt,4,1.0,3.0,1,10,4.6,109.0
699867644911279327,East Harlem,Entire home/apt,4,2.0,2.0,31,0,,361.0
51966299,Upper West Side,Private room,2,1.0,1.0,30,1,5.0,65.0
15343302,Harlem,Entire home/apt,3,1.0,2.0,30,5,5.0,250.0
1060861352091145367,Upper East Side,Entire home/apt,2,1.0,1.0,14,0,,176.0
744749403071337881,East Harlem,Entire home/apt,4,2.0,3.0,30,2,5.0,200.0
803164825503033179,Upper East Side,Entire home/apt,4,3.0,3.0,30,7,5.0,950.0
859283264753786335,Upper East Side,Entire home/apt,7,2.0,3.0,30,10,4.8,318.0
5231817,Upper East Side,Entire home/apt,4,1.0,1.0,30,14,4.43,119.0
18359018,Upper East Side,Entire home/apt,3,1.0,1.0,30,11,4.64,100.0
870420092221946863,Upper East Side,Entire home/apt,3,1.0,2.0,30,1,5.0,92.0
45378043,Upper East Side,Private room,1,0.0,1.0,30,1,1.0,92.0
4472978,Chelsea,Entire home/apt,2,1.0,1.0,30,337,4.92,245.0
1010701819520561456,Upper East Side,Entire home/apt,2,1.0,1.0,30,0,,136.0
52795397,Upper West Side,Entire home/apt,4,1.5,2.0,30,0,,185.0
46335178,Upper East Side,Entire home/apt,3,1.0,1.0,30,5,4.6,95.0
898606156114688562,Upper East Side,Entire home/apt,4,1.0,2.0,30,0,,152.0
1010697569745388391,Upper East Side,Entire home/apt,2,1.0,1.0,30,0,,135.0
984445638191850238,SoHo,Entire home/apt,2,1.0,1.0,5,1,5.0,175.0
707396,East Village,Private room,2,1.0,3.0,30,140,4.87,499.0
993725705481168852,Lower East Side,Private room,2,1.0,1.0,3,4,4.0,83.0
651449714253705996,East Village,Entire home/apt,2,1.0,1.0,30,43,4.93,99.0
726871477775738378,Upper West Side,Private room,2,1.5,1.0,30,0,,400.0
11658974,Upper East Side,Entire home/apt,2,1.0,1.0,30,0,,247.0
912574354751697614,Lower East Side,Private room,1,2.0,1.0,30,1,4.0,40.0
1050631290477104451,East Village,Entire home/apt,2,1.0,1.0,30,0,,143.0
318021,Harlem,Private room,1,1.0,1.0,30,91,4.97,110.0
1010695942882458445,East Village,Entire home/apt,2,1.0,1.0,30,0,,157.0
721762,East Village,Entire home/apt,2,1.0,1.0,30,95,4.71,89.0
1006790907208361631,Upper East Side,Entire home/apt,2,1.0,1.0,3,7,4.86,149.0
803378257106614950,Upper East Side,Private room,1,0.0,1.0,30,0,,69.0
12190880,Upper West Side,Private room,2,1.0,1.0,30,90,4.87,90.0
54466,Harlem,Private room,2,1.0,1.0,30,0,,200.0
1050759223735837626,Harlem,Private room,2,1.0,1.0,30,0,,48.0
1014461978634951750,Morningside Heights,Private room,1,0.0,1.0,30,0,,73.0
198478,Upper East Side,Private room,1,1.0,1.0,30,41,4.83,70.0
776013736440101802,Morningside Heights,Private room,2,1.0,1.0,31,3,5.0,80.0
878968737926148644,Harlem,Private room,1,1.5,1.0,30,2,3.5,51.0
52872664,East Harlem,Private room,1,0.0,1.0,30,0,,92.0
1035778445280941461,East Harlem,Private room,1,2.0,1.0,30,0,,54.0
1042830625271126632,Harlem,Private room,1,1.0,1.0,30,0,,43.0
892715489775350685,Harlem,Entire home/apt,10,2.5,6.0,3,7,4.86,508.0
3780113,Harlem,Entire home/apt,4,1.0,2.0,30,145,4.72,120.0
846546411200661715,Harlem,Entire home/apt,5,1.0,3.0,1,40,4.63,254.0
53292314,Chelsea,Entire home/apt,3,1.0,1.0,30,14,5.0,189.0
51307520,Harlem,Private room,1,1.0,1.0,30,4,4.25,72.0
776027620120107434,Murray Hill,Entire home/apt,6,2.0,3.0,30,2,5.0,230.0
51023989,Harlem,Entire home/apt,2,1.0,1.0,3,16,4.81,170.0
892089187412452932,Morningside Heights,Entire home/apt,2,1.0,1.0,30,2,4.5,183.0
811509208342037066,Upper East Side,Entire home/apt,2,1.0,1.0,30,4,4.0,99.0
50762178,Upper East Side,Entire home/apt,4,1.0,1.0,30,6,5.0,98.0
14882046,Harlem,Entire home/apt,2,1.0,2.0,30,33,4.88,130.0
711630267993788729,Midtown,Entire home/apt,2,1.0,1.0,30,0,,232.0
32943764,Harlem,Entire home/apt,6,1.0,1.0,30,143,4.6,295.0
741904760414691668,Chelsea,Entire home/apt,3,1.0,1.0,30,24,4.56,150.0
828566859045133026,Financial District,Entire home/apt,4,2.0,2.0,30,0,,302.0
814173511758653022,Chinatown,Private room,4,1.0,2.0,1,0,,655.0
668934945181265366,Lower East Side,Entire home/apt,4,1.0,1.0,30,1,4.0,129.0
32847146,Washington Heights,Private room,1,1.0,1.0,30,79,4.91,65.0
968991001405816296,Harlem,Private room,1,1.0,1.0,30,1,5.0,35.0
46913873,Harlem,Private room,2,1.5,1.0,30,72,4.93,175.0
46816415,Midtown,Entire home/apt,4,2.0,2.0,30,1,1.0,1000.0
42815488,East Village,Entire home/apt,2,1.0,1.0,2,186,4.56,81.0
47805581,Upper West Side,Entire home/apt,4,1.0,2.0,30,0,,150.0
43265776,Midtown,Private room,2,1.0,1.0,1,377,4.43,1953.0
35570396,Harlem,Private room,3,1.0,4.0,30,2,4.5,99.0
35684442,Harlem,Private room,1,2.0,1.0,30,3,5.0,45.0
51493500,Washington Heights,Private room,2,1.0,1.0,30,1,1.0,45.0
960095250227481773,Harlem,Entire home/apt,4,1.0,2.0,31,1,1.0,99.0
778441097353195696,East Harlem,Entire home/apt,2,1.0,1.0,30,39,4.56,105.0
742232031742777766,Washington Heights,Private room,1,1.0,1.0,30,19,4.68,31.0
50915436,Harlem,Private room,2,1.0,1.0,30,37,4.7,60.0
53576447,Chelsea,Entire home/apt,2,1.0,1.0,30,1,5.0,190.0
28132314,Midtown,Private room,2,1.0,1.0,1,1,5.0,291.0
6812717,Battery Park City,Entire home/apt,2,1.0,1.0,30,0,,130.0
1031163123603346485,Midtown,Private room,4,1.0,2.0,1,0,,710.0
600668206021723562,Harlem,Entire home/apt,2,1.0,1.0,30,7,4.29,87.0
664418470710681998,Midtown,Entire home/apt,1,1.0,1.0,30,1,5.0,90.0
953828756330090292,East Village,Entire home/apt,7,1.0,6.0,7,5,4.0,308.0
52718808,Upper East Side,Entire home/apt,4,1.0,2.0,30,61,4.8,160.0
789835463760764236,Midtown,Entire home/apt,6,2.0,2.0,30,0,,235.0
46430844,Harlem,Entire home/apt,4,1.0,1.0,30,0,,150.0
808627859776945520,Midtown,Entire home/apt,2,1.0,1.0,30,0,,219.0
614412564467355649,Chelsea,Entire home/apt,2,1.0,1.0,30,3,5.0,180.0
813700254399959987,Midtown,Entire home/apt,4,1.0,2.0,30,0,,293.0
38529246,Theater District,Entire home/apt,6,1.5,2.0,30,196,4.78,362.0
53848694,Midtown,Entire home/apt,6,1.0,3.0,1,16,4.5,130.0
808627949318404786,Midtown,Entire home/apt,2,1.0,1.0,30,0,,219.0
721954345991117899,Nolita,Entire home/apt,4,1.0,2.0,30,0,,200.0
3803622,Civic Center,Entire home/apt,4,1.0,4.0,30,11,4.73,300.0
954203854664822839,Chelsea,Entire home/apt,2,1.0,1.0,30,0,,1380.0
45685520,Lower East Side,Entire home/apt,3,1.0,2.0,30,2,5.0,195.0
968724873916750425,Chelsea,Entire home/apt,7,3.0,4.0,30,0,,1400.0
21689998,Tribeca,Entire home/apt,2,1.0,3.0,30,2,4.0,180.0
1006454732303784817,Kips Bay,Private room,1,1.0,1.0,30,0,,96.0
1029768598914791090,Midtown,Private room,6,3.0,6.0,1,0,,748.0
975528787109367099,Midtown,Entire home/apt,2,1.0,1.0,30,0,,208.0
51501424,Midtown,Entire home/apt,4,1.0,2.0,7,2,5.0,279.0
803378920362710347,Hell's Kitchen,Private room,1,0.0,1.0,30,0,,103.0
781266186216018055,SoHo,Entire home/apt,3,5.0,2.0,30,0,,2600.0
672500835605671640,Flatiron District,Private room,2,1.0,1.0,1,1,4.0,136.0
12360843,Chinatown,Entire home/apt,2,1.0,2.0,30,2,5.0,253.0
583547985227764905,Upper West Side,Private room,1,2.0,1.0,30,7,4.29,130.0
830675617804023987,Midtown,Entire home/apt,16,2.0,1.0,30,0,,3600.0
892026379481282248,Chinatown,Entire home/apt,2,1.0,1.0,30,0,,150.0
1030583783320300121,East Village,Entire home/apt,3,1.0,2.0,30,0,,139.0
987438076392779430,Chelsea,Entire home/apt,6,3.0,3.0,1,0,,792.0
1029780342115548841,Midtown,Entire home/apt,2,1.0,1.0,1,0,,284.0
9106711,Gramercy,Entire home/apt,3,1.0,2.0,30,10,4.2,110.0
21296642,East Village,Entire home/apt,2,1.0,1.0,30,5,5.0,304.0
689769314349830428,Kips Bay,Entire home/apt,3,1.0,1.0,30,5,3.4,119.0
808441522660897223,Upper West Side,Private room,1,0.0,1.0,30,0,,85.0
28978328,East Harlem,Private room,1,1.0,1.0,240,0,,45.0
998086,Tribeca,Entire home/apt,2,1.0,2.0,90,0,,110.0
21473314,Kips Bay,Private room,1,1.0,1.0,30,315,4.36,60.0
34485694,Midtown,Private room,2,1.0,1.0,1,32,4.44,231.0
1035616139808663815,Tribeca,Entire home/apt,8,3.5,3.0,30,0,,2200.0
24473713,Gramercy,Private room,1,4.0,1.0,30,10,4.6,81.0
960807174486368490,Midtown,Private room,4,1.0,1.0,1,0,,846.0
727439577532735416,Nolita,Entire home/apt,4,1.0,2.0,30,0,,3143.0
22751269,Gramercy,Private room,2,4.0,1.0,30,14,4.29,85.0
968125420991402806,Kips Bay,Entire home/apt,6,2.5,5.0,4,3,4.67,908.0
873631271509629322,Hell's Kitchen,Private room,1,1.0,1.0,30,1,5.0,60.0
1005859200165120748,Murray Hill,Private room,2,1.0,1.0,30,0,,70.0
10865214,SoHo,Entire home/apt,2,1.0,1.0,30,0,,278.0
65425,Nolita,Entire home/apt,7,1.0,2.0,30,17,4.94,199.0
45734407,Harlem,Private room,1,0.0,1.0,30,0,,80.0
39921646,Midtown,Private room,2,1.0,1.0,1,4,4.75,264.0
803378280737480759,Hell's Kitchen,Private room,1,0.0,1.0,30,0,,92.0
22020696,Kips Bay,Entire home/apt,2,1.0,2.0,30,0,,89.0
44261212,Hell's Kitchen,Private room,1,0.0,1.0,30,0,,89.0
36839214,Hell's Kitchen,Entire home/apt,5,2.0,2.0,45,3,5.0,280.0
888689436431655225,Midtown,Entire home/apt,3,1.0,1.0,30,0,,264.0
49346405,Hell's Kitchen,Entire home/apt,4,1.0,2.0,30,9,5.0,175.0
1040242051735117799,Midtown,Private room,2,1.0,1.0,1,0,,256.0
45343404,Hell's Kitchen,Private room,1,0.0,1.0,30,0,,131.0
772583284030848410,Midtown,Private room,2,1.0,1.0,1,0,,118.0
1018913778683383708,Financial District,Entire home/apt,2,1.0,1.0,30,0,,150.0
52834116,Hell's Kitchen,Entire home/apt,4,1.0,1.0,30,4,5.0,105.0
826954611754394920,Kips Bay,Entire home/apt,4,1.0,1.0,30,0,,329.0
1021167820214545600,Murray Hill,Entire home/apt,4,1.0,2.0,1,4,5.0,231.0
740654894919684749,East Village,Entire home/apt,3,1.0,2.0,30,1,5.0,600.0
15083571,Midtown,Entire home/apt,6,1.0,4.0,30,10,4.4,128.0
1030350049343535802,Upper West Side,Private room,4,2.0,3.0,30,0,,160.0
891299565679815536,Hell's Kitchen,Entire home/apt,5,2.0,2.0,3,4,5.0,574.0
795591366035995466,Hell's Kitchen,Private room,1,0.0,1.0,30,0,,74.0
772622520708905170,Upper East Side,Entire home/apt,3,1.0,2.0,30,1,5.0,110.0
52039176,Chelsea,Private room,2,3.0,1.0,30,145,4.74,225.0
1040241565797705342,Midtown,Private room,2,1.0,1.0,1,1,5.0,196.0
47889158,Hell's Kitchen,Entire home/apt,4,1.0,2.0,30,1,5.0,120.0
53604923,Midtown,Private room,2,1.0,1.0,30,2,4.5,99.0
1049254546045977301,Hell's Kitchen,Entire home/apt,4,1.0,1.0,30,0,,112.0
665163726232622938,Midtown,Private room,4,1.5,1.0,1,1,5.0,850.0
818325908157503672,Hell's Kitchen,Entire home/apt,7,1.0,3.0,2,62,4.89,429.0
690387410072434847,Upper East Side,Entire home/apt,3,1.0,1.0,30,9,4.89,225.0
46960664,Midtown,Private room,2,1.0,1.0,30,4,3.75,99.0
28197084,Washington Heights,Entire home/apt,4,1.0,2.0,30,5,4.8,180.0
904526706107759270,Midtown,Private room,2,1.0,1.0,1,0,,890.0
36056808,Tribeca,Entire home/apt,4,2.0,3.0,180,0,,6500.0
39921812,Midtown,Private room,3,1.0,2.0,1,1,5.0,584.0
904021185361827594,Harlem,Private room,1,0.0,1.0,30,0,,69.0
904526392991374132,Midtown,Private room,2,1.0,1.0,1,0,,589.0
40623829,Hell's Kitchen,Shared room,2,2.0,4.0,30,6,4.67,85.0
40624423,Hell's Kitchen,Shared room,2,2.5,4.0,30,2,4.0,85.0
945617670376932546,West Village,Entire home/apt,2,1.0,1.0,30,0,,200.0
36600797,Little Italy,Private room,2,1.0,2.0,1,1,4.0,250.0
732445029946797724,Chelsea,Entire home/apt,7,1.0,3.0,31,15,4.73,586.0
47596692,Chelsea,Private room,4,1.0,2.0,1,40,4.7,999.0
53076064,Kips Bay,Entire home/apt,4,1.0,3.0,30,4,5.0,249.0
808476,Washington Heights,Private room,1,1.0,2.0,30,1,5.0,85.0
49813505,East Village,Entire home/apt,5,2.0,4.0,30,0,,600.0
45605511,Kips Bay,Entire home/apt,2,2.0,3.0,30,0,,1575.0
50269963,Harlem,Private room,1,1.0,1.0,30,0,,45.0
52551976,Midtown,Entire home/apt,2,1.0,1.0,1,24,4.33,193.0
50423095,Inwood,Private room,1,1.0,1.0,30,0,,65.0
1006176129595167823,East Harlem,Private room,1,2.0,1.0,30,0,,47.0
51843042,Harlem,Entire home/apt,1,1.0,1.0,30,0,,132.0
52736035,West Village,Entire home/apt,11,6.0,1.0,30,0,,3900.0
12025968,East Harlem,Private room,1,1.0,1.0,30,88,4.88,46.0
11421969,Upper East Side,Private room,1,1.0,2.0,30,5,4.4,99.0
809348379579209580,Harlem,Private room,2,1.0,1.0,30,25,4.88,81.0
310338,Harlem,Private room,1,1.0,1.0,30,29,4.26,75.0
547047157816656460,East Village,Private room,2,1.0,1.0,30,20,4.6,98.0
12871708,Washington Heights,Entire home/apt,4,1.0,1.0,30,164,4.78,111.0
1359130,Washington Heights,Entire home/apt,2,1.0,2.0,30,8,4.88,160.0
943611848320639457,Harlem,Private room,1,2.0,1.0,30,0,,42.0
49978761,Harlem,Entire home/apt,2,1.0,1.0,30,0,,60.0
815120807794894299,Washington Heights,Entire home/apt,2,1.0,1.0,30,0,,165.0
783504692462252533,Washington Heights,Private room,2,1.0,1.0,30,2,5.0,95.0
942733581675934093,East Harlem,Entire home/apt,3,1.0,2.0,31,0,,130.0
870499041182642630,Washington Heights,Entire home/apt,2,1.0,1.0,30,0,,60.0
1037629992427855566,East Village,Entire home/apt,2,1.0,1.0,30,0,,160.0
1047287326976532918,East Harlem,Private room,1,2.0,1.0,30,0,,48.0
1035485561806266859,Harlem,Private room,1,2.0,1.0,30,0,,50.0
52372247,Harlem,Private room,2,1.0,1.0,30,0,,75.0
1038448735762636062,Tribeca,Entire home/apt,5,2.0,2.0,30,0,,324.0
985439481406744802,Morningside Heights,Private room,1,1.0,1.0,30,0,,125.0
810598989144171177,Harlem,Private room,1,0.0,1.0,30,0,,73.0
661179690388954660,Morningside Heights,Shared room,1,1.0,1.0,30,34,4.06,30.0
3636601,Chelsea,Entire home/apt,2,1.0,1.0,85,17,4.12,99.0
42788958,Upper East Side,Private room,1,1.0,1.0,30,2,5.0,65.0
810938711482534460,Upper West Side,Private room,1,0.0,1.0,30,0,,81.0
1024723397778250691,Chelsea,Entire home/apt,2,1.0,1.0,3,6,5.0,295.0
612460269333349506,Upper East Side,Entire home/apt,2,1.0,1.0,30,1,4.0,115.0
832619959583322050,Harlem,Private room,1,2.5,1.0,30,0,,84.0
1057303699104903996,Chelsea,Entire home/apt,4,2.5,2.0,30,0,,900.0
1032147578502609870,Hell's Kitchen,Private room,1,1.0,1.0,30,0,,115.0
780362835164973659,Harlem,Private room,1,0.0,1.0,30,0,,62.0
547259041712806614,Upper East Side,Private room,1,1.0,1.0,30,13,4.54,80.0
987067757878040426,Upper West Side,Private room,1,2.0,4.0,30,0,,108.0
663774998089647664,Morningside Heights,Private room,1,2.0,1.0,30,0,,62.0
812344489473893637,Midtown,Entire home/apt,2,1.0,1.0,1,0,,168.0
981698296193289982,Upper East Side,Entire home/apt,6,3.0,3.0,3,9,5.0,336.0
991470836237309893,East Village,Entire home/apt,2,1.0,1.0,90,0,,125.0
808442706810961261,Upper West Side,Private room,1,0.0,1.0,30,0,,108.0
864725079265962768,Upper West Side,Entire home/apt,4,1.0,2.0,30,0,,201.0
8985316,Upper East Side,Entire home/apt,2,1.0,1.0,90,28,4.43,1500.0
52842845,Upper East Side,Entire home/apt,4,1.0,2.0,30,5,4.6,100.0
873144717960029601,Kips Bay,Entire home/apt,3,1.0,1.0,30,2,5.0,165.0
852308974299854597,Upper East Side,Entire home/apt,4,1.0,2.0,30,0,,140.0
49342328,Upper West Side,Shared room,2,1.0,1.0,30,0,,200.0
960828918597778287,Upper West Side,Entire home/apt,4,1.0,3.0,2,6,4.83,144.0
803469747723493046,Upper West Side,Entire home/apt,3,1.0,1.0,30,11,4.0,199.0
24282118,Financial District,Entire home/apt,1,1.0,1.0,90,10,5.0,115.0
960808925444839986,Midtown,Private room,4,1.5,1.0,1,0,,1513.0
744909621163671206,Kips Bay,Entire home/apt,4,1.0,1.0,30,0,,150.0
928193830657153642,Upper East Side,Entire home/apt,2,1.0,1.0,30,1,5.0,99.0
9576812,Harlem,Entire home/apt,4,2.0,3.0,30,82,4.77,171.0
985488221586852795,Upper West Side,Entire home/apt,7,2.0,4.0,30,0,,520.0
936752064031781776,Upper East Side,Entire home/apt,2,1.0,1.0,30,0,,116.0
1029893863962926475,Harlem,Entire home/apt,4,1.0,1.0,30,0,,116.0
37403873,Harlem,Private room,2,1.0,1.0,30,3,3.0,100.0
993456724481256964,Chelsea,Private room,2,3.0,2.0,1,13,4.79,75.0
27883,East Village,Entire home/apt,3,1.0,2.0,30,25,4.85,100.0
45491008,Chinatown,Private room,1,0.0,1.0,30,0,,90.0
778402115724357389,Upper West Side,Entire home/apt,2,1.0,1.0,30,0,,154.0
45157580,Upper West Side,Entire home/apt,3,1.0,1.0,30,2,5.0,150.0
46671066,Harlem,Private room,1,0.0,1.0,30,0,,79.0
1004609802932390957,Lower East Side,Private room,2,1.0,2.0,1,0,,512.0
842719563143675393,Midtown,Private room,1,0.0,1.0,30,0,,100.0
15528972,Upper West Side,Entire home/apt,5,1.0,2.0,30,84,4.86,390.0
53475354,East Harlem,Entire home/apt,2,1.0,2.0,30,5,4.8,99.0
50740601,Upper East Side,Entire home/apt,7,1.0,3.0,30,3,5.0,150.0
900879753176393486,Midtown,Entire home/apt,2,1.0,1.0,30,0,,173.0
51175460,Upper East Side,Entire home/apt,2,1.0,1.0,30,3,3.67,120.0
882031650718396337,Financial District,Entire home/apt,2,1.0,1.0,30,4,4.75,180.0
53260850,Upper East Side,Private room,1,1.0,1.0,30,101,4.84,55.0
47022846,Midtown,Private room,1,0.0,1.0,30,0,,99.0
19618401,Lower East Side,Private room,2,1.0,1.0,30,0,,120.0
786045309878260175,Midtown,Entire home/apt,4,1.5,2.0,30,7,4.57,188.0
6581248,Upper West Side,Entire home/apt,4,1.5,3.0,30,2,5.0,250.0
40860829,Midtown,Entire home/apt,4,1.0,1.0,30,6,4.17,101.0
52872164,East Harlem,Private room,1,0.0,1.0,30,0,,96.0
1019645060934557521,Harlem,Entire home/apt,4,1.0,2.0,1,2,5.0,257.0
13623987,Upper East Side,Entire home/apt,3,1.0,4.0,30,6,4.33,258.0
45045785,Chinatown,Private room,1,2.0,1.0,30,11,4.82,85.0
1016268870420191920,Midtown,Entire home/apt,8,2.0,1.0,7,3,5.0,695.0
708557346779226345,Upper East Side,Entire home/apt,2,1.0,1.0,30,0,,218.0
