id,area,room_type,accommodates,bathrooms,beds,min_nights,num_reviews,rating,price
2595,Midtown,Entire home/apt,1,1.0,1.0,30,49,4.68,150.0
5586,Upper East Side,Entire home/apt,3,1.0,1.0,4,45,4.9,295.0
5203,Upper West Side,Private room,1,1.0,1.0,2,118,4.91,75.0
6872,East Harlem,Private room,1,1.0,1.0,30,1,5.0,65.0
5178,Midtown,Private room,2,1.0,1.0,2,569,4.24,68.0
6990,East Harlem,Private room,1,1.0,1.0,30,243,4.88,62.0
67397,Harlem,Private room,2,1.0,1.0,30,105,4.79,150.0
29683,Lower East Side,Entire home/apt,3,1.0,1.0,30,118,4.76,155.0
9357,Hell's Kitchen,Entire home/apt,2,1.0,1.0,30,58,4.52,175.0
9704,Harlem,Private room,2,1.0,1.0,30,98,4.89,55.0
31130,Hell's Kitchen,Private room,1,1.0,1.0,1,68,4.87,120.0
68735,Upper West Side,Entire home/apt,2,1.0,1.0,14,36,4.97,195.0
31555,West Village,Entire home/apt,2,1.0,1.0,30,32,4.71,120.0
12192,East Village,Private room,2,1.0,1.0,7,291,4.38,70.0
68974,Nolita,Entire home/apt,6,1.0,3.0,2,236,4.86,596.0
33156,Upper West Side,Entire home/apt,2,1.0,1.0,120,20,5.0,139.0
69894,Upper West Side,Entire home/apt,2,1.0,1.0,30,62,4.82,160.0
71010,Washington Heights,Entire home/apt,5,1.0,3.0,4,40,4.97,325.0
36647,East Harlem,Private room,2,1.0,1.0,7,73,4.75,85.0
36703,West Village,Entire home/apt,2,1.0,2.0,10,142,4.91,200.0
71248,Chinatown,Entire home/apt,2,1.0,1.0,28,60,4.79,171.0
71366,Greenwich Village,Entire home/apt,2,1.0,1.0,30,44,4.83,200.0
38833,Harlem,Entire home/apt,2,1.0,1.0,7,154,4.81,150.0
15341,Lower East Side,Entire home/apt,3,1.0,2.0,21,33,4.56,160.0
72190,Upper West Side,Entire home/apt,2,1.0,2.0,30,37,4.51,110.0
15396,Chelsea,Entire home/apt,4,2.0,2.0,90,5,5.0,400.0
16580,East Village,Private room,2,1.0,1.0,1,490,4.79,85.0
74333,East Harlem,Entire home/apt,3,1.0,2.0,30,40,4.03,93.0
16821,East Village,Private room,1,1.0,1.0,2,171,4.71,111.0
42300,Lower East Side,Entire home/apt,4,2.0,2.0,5,73,4.8,750.0
16974,East Harlem,Entire home/apt,8,2.0,6.0,5,270,4.84,250.0
17037,East Village,Entire home/apt,2,1.0,1.0,30,53,4.8,220.0
74821,Harlem,Entire home/apt,5,1.0,2.0,30,47,4.67,149.0
43105,Midtown,Entire home/apt,2,1.0,1.0,30,4,5.0,185.0
17693,Washington Heights,Private room,2,1.0,2.0,2,65,4.89,85.0
18152,Upper East Side,Private room,2,1.0,1.0,30,148,4.41,200.0
75635,Lower East Side,Entire home/apt,3,1.0,1.0,3,372,4.83,175.0
18728,Chelsea,Private room,3,1.5,1.0,4,235,4.95,195.0
18961,Kips Bay,Private room,2,1.0,1.0,30,1,5.0,95.0
45542,Harlem,Entire home/apt,4,1.0,2.0,30,18,4.78,100.0
80493,East Village,Private room,2,1.0,2.0,2,220,4.37,55.0
21456,Upper West Side,Private room,2,1.0,1.0,30,85,4.69,88.0
21644,Harlem,Private room,1,1.0,1.0,30,3,5.0,99.0
21794,Chelsea,Private room,2,1.0,1.0,30,36,4.97,85.0
45936,Morningside Heights,Private room,2,1.0,1.0,31,136,4.65,75.0
23686,West Village,Entire home/apt,4,2.0,3.0,5,59,4.41,700.0
82638,East Village,Entire home/apt,2,1.0,1.0,30,278,4.79,139.0
51438,Upper East Side,Private room,1,1.0,1.0,14,0,,130.0
25696,Harlem,Private room,2,1.0,1.0,1,190,4.75,100.0
54466,Harlem,Private room,2,1.0,1.0,30,0,,200.0
27644,Harlem,Entire home/apt,6,1.0,4.0,2,246,4.79,190.0
86215,Lower East Side,Entire home/apt,6,1.0,3.0,30,167,4.76,216.0
27883,East Village,Entire home/apt,3,1.0,2.0,30,25,4.85,100.0
28907,Upper East Side,Entire home/apt,4,1.0,2.0,30,21,4.95,150.0
92242,Lower East Side,Entire home/apt,2,1.0,2.0,21,81,4.47,429.0
153780,East Village,Private room,2,1.0,1.0,3,225,4.89,199.0
54860,East Harlem,Private room,2,1.0,1.0,5,277,4.87,125.0
56859,Harlem,Private room,2,1.0,1.0,3,253,4.65,74.0
98663,Chelsea,Entire home/apt,2,1.0,1.0,30,19,4.81,150.0
57618,Hell's Kitchen,Entire home/apt,2,1.0,1.0,4,129,4.83,250.0
57754,Flatiron District,Entire home/apt,2,1.0,1.0,2,178,4.98,323.0
57874,East Harlem,Entire home/apt,2,1.0,1.0,3,354,4.87,184.0
58059,Harlem,Private room,2,1.5,1.0,1,641,4.71,62.0
159913,Chelsea,Private room,2,1.0,2.0,30,27,4.92,150.0
163814,East Village,Entire home/apt,5,1.0,3.0,2,435,4.14,168.0
59014,Lower East Side,Entire home/apt,2,1.0,1.0,30,59,4.67,180.0
106363,Harlem,Private room,1,1.5,1.0,5,451,4.86,81.0
166006,Upper West Side,Entire home/apt,6,1.0,3.0,31,193,4.63,250.0
59709,Chinatown,Entire home/apt,5,1.0,2.0,7,62,4.74,260.0
60164,Tribeca,Entire home/apt,6,1.0,3.0,30,110,4.39,508.0
60181,East Village,Entire home/apt,2,1.0,1.0,31,38,4.8,195.0
110576,Financial District,Private room,3,1.0,1.0,45,53,4.64,57.0
60457,Greenwich Village,Entire home/apt,3,1.0,1.0,30,10,4.88,250.0
112304,Harlem,Private room,2,1.0,1.0,30,1,5.0,90.0
60611,East Harlem,Entire home/apt,2,1.0,1.0,30,193,4.84,102.0
60666,Harlem,Private room,2,1.5,2.0,3,257,4.73,111.0
60673,Harlem,Private room,2,1.0,1.0,30,3,5.0,125.0
169063,East Village,Entire home/apt,2,1.0,1.0,30,47,4.71,150.0
115535,Harlem,Private room,1,1.0,1.0,30,34,4.76,65.0
60680,East Village,Entire home/apt,6,1.0,2.0,30,165,4.53,89.0
60794,Upper West Side,Entire home/apt,6,1.0,3.0,30,4,5.0,211.0
61509,Midtown,Entire home/apt,3,1.0,1.0,200,92,4.23,110.0
116551,Harlem,Entire home/apt,4,1.0,2.0,30,173,4.48,78.0
170420,East Harlem,Entire home/apt,2,1.0,1.0,30,15,5.0,79.0
171562,Chelsea,Entire home/apt,2,1.0,2.0,60,28,4.88,230.0
64015,East Village,Entire home/apt,2,1.0,1.0,30,0,,200.0
123784,Harlem,Entire home/apt,3,1.0,2.0,3,237,4.69,102.0
64837,East Village,Private room,2,1.0,1.0,7,257,4.59,70.0
65425,Nolita,Entire home/apt,7,1.0,2.0,1,14,4.93,199.0
174966,Upper West Side,Entire home/apt,9,2.5,3.0,30,26,4.96,2500.0
175470,Upper West Side,Entire home/apt,6,1.0,3.0,31,5,5.0,187.0
126443,East Village,Entire home/apt,9,2.0,4.0,2,540,4.34,360.0
126816,Upper West Side,Private room,1,2.0,1.0,30,3,3.67,85.0
177495,Chelsea,Entire home/apt,4,1.5,2.0,30,5,5.0,550.0
177606,Kips Bay,Private room,2,1.0,1.0,10,121,4.77,189.0
65813,Harlem,Private room,1,1.0,1.0,3,20,4.9,75.0
66251,East Village,Entire home/apt,2,1.0,1.0,3,156,4.93,290.0
66275,Nolita,Entire home/apt,7,1.0,3.0,1,206,4.86,120.0
179670,East Village,Private room,1,1.0,1.0,3,128,4.89,175.0
179741,Nolita,Entire home/apt,6,1.0,3.0,1,19,4.95,99.0
133025,Murray Hill,Private room,1,1.0,1.0,30,147,4.84,68.0
182069,East Harlem,Entire home/apt,3,1.0,1.0,30,121,4.76,110.0
182095,West Village,Entire home/apt,4,1.0,2.0,30,67,4.71,165.0
67288,East Harlem,Entire home/apt,2,1.0,1.0,28,47,4.87,250.0
187986,Chelsea,Entire home/apt,4,1.5,2.0,30,2,4.5,250.0
227495,Upper West Side,Entire home/apt,2,1.0,2.0,30,104,4.58,140.0
188674,East Village,Entire home/apt,2,1.0,1.0,30,63,4.87,165.0
189135,Hell's Kitchen,Private room,2,1.0,1.0,2,115,4.72,144.0
189181,Chelsea,Private room,2,1.0,2.0,30,1,4.0,282.0
142069,East Village,Entire home/apt,2,1.0,1.0,30,22,4.6,100.0
144087,Harlem,Entire home/apt,5,1.0,3.0,6,30,4.9,599.0
230877,East Harlem,Entire home/apt,2,1.0,1.0,30,122,4.9,130.0
144148,East Village,Private room,2,1.0,1.0,30,32,4.53,67.0
146726,Harlem,Entire home/apt,2,1.5,1.0,30,18,4.75,175.0
191610,Chelsea,Private room,2,1.0,1.0,3,106,4.53,124.0
148201,West Village,Entire home/apt,2,1.0,1.0,30,18,4.88,175.0
195123,Washington Heights,Private room,2,1.5,1.0,30,232,4.6,75.0
148825,Upper West Side,Entire home/apt,3,1.0,2.0,3,280,4.75,189.0
149287,Upper East Side,Entire home/apt,4,1.0,2.0,30,0,,250.0
149787,Harlem,Entire home/apt,16,0.0,5.0,30,0,,100.0
235651,Chelsea,Private room,3,1.0,1.0,30,86,4.88,110.0
235951,Midtown,Entire home/apt,2,1.0,1.0,30,155,4.67,156.0
150804,Lower East Side,Entire home/apt,5,2.0,3.0,4,47,4.98,350.0
235960,Lower East Side,Entire home/apt,2,1.0,1.0,30,112,4.68,110.0
198478,Upper East Side,Private room,1,1.0,1.0,30,40,4.83,85.0
152263,Harlem,Entire home/apt,6,1.0,6.0,2,318,4.83,275.0
200955,Stuyvesant Town,Entire home/apt,2,1.0,1.0,30,22,4.44,125.0
201514,Harlem,Entire home/apt,4,1.0,1.0,30,1,0.0,150.0
239934,East Village,Entire home/apt,4,1.0,2.0,12,43,4.68,340.0
270345,East Village,Entire home/apt,4,1.0,1.0,5,33,4.78,250.0
203901,Upper East Side,Entire home/apt,4,1.0,1.0,30,8,5.0,190.0
271694,Midtown,Entire home/apt,2,1.0,1.0,365,19,4.11,125.0
244649,Upper West Side,Private room,1,1.0,1.0,2,0,,50.0
272026,Washington Heights,Entire home/apt,2,1.0,2.0,85,21,4.29,88.0
272044,Lower East Side,Entire home/apt,2,1.0,1.0,3,86,4.8,175.0
274743,Upper East Side,Entire home/apt,1,1.0,1.0,15,1,5.0,300.0
246351,Gramercy,Entire home/apt,2,1.0,1.0,1,5,4.25,139.0
249414,West Village,Entire home/apt,2,1.0,1.0,4,6,4.83,246.0
249618,Washington Heights,Private room,1,1.0,1.0,60,4,3.75,125.0
278090,East Harlem,Private room,2,1.0,1.0,30,269,4.49,65.0
250323,Chinatown,Entire home/apt,2,1.0,1.0,30,49,4.38,122.0
212109,West Village,Private room,1,1.0,2.0,30,12,5.0,89.0
213330,Lower East Side,Private room,2,2.0,1.0,10,49,4.98,220.0
250536,Harlem,Private room,2,1.0,1.0,30,11,5.0,125.0
250537,Harlem,Entire home/apt,6,2.0,2.0,30,0,,400.0
251277,Upper West Side,Private room,1,2.0,1.0,2,186,4.95,189.0
281521,West Village,Entire home/apt,4,1.0,2.0,30,1,5.0,200.0
218358,Harlem,Private room,1,1.0,1.0,30,28,4.73,70.0
281851,Harlem,Private room,2,0.0,3.0,5,127,4.92,130.0
219922,Harlem,Private room,1,1.0,2.0,30,37,4.75,95.0
253590,Upper West Side,Private room,2,1.0,1.0,30,23,4.77,205.0
282443,Chinatown,Entire home/apt,2,1.0,1.0,30,77,4.74,88.0
222304,Chelsea,Entire home/apt,2,1.0,1.0,30,35,4.79,129.0
222913,Lower East Side,Entire home/apt,4,1.0,2.0,30,230,4.67,220.0
283550,Hell's Kitchen,Entire home/apt,3,1.0,1.0,30,10,4.7,175.0
224004,Harlem,Private room,2,1.0,1.0,30,69,4.61,100.0
286838,Harlem,Private room,1,1.0,1.0,30,101,4.66,75.0
287408,Hell's Kitchen,Entire home/apt,2,1.0,1.0,10,76,4.93,182.0
288726,Little Italy,Private room,2,0.5,1.0,4,60,4.71,119.0
289020,East Village,Entire home/apt,2,1.0,1.0,30,15,4.53,188.0
289665,West Village,Entire home/apt,3,1.0,1.0,20,157,4.82,450.0
255957,Nolita,Entire home/apt,4,2.0,2.0,30,29,4.95,399.0
289703,SoHo,Entire home/apt,2,1.0,1.0,30,8,5.0,249.0
351859,Chelsea,Entire home/apt,2,1.0,1.0,4,130,4.95,299.0
290123,Flatiron District,Entire home/apt,2,1.0,1.0,30,8,4.88,187.0
258688,West Village,Entire home/apt,3,1.0,1.0,4,57,4.74,375.0
292121,Hell's Kitchen,Entire home/apt,3,1.0,1.0,30,6,4.83,157.0
292324,Hell's Kitchen,Private room,1,1.5,1.0,30,6,4.0,80.0
258690,Chelsea,Entire home/apt,3,1.0,2.0,365,10,5.0,195.0
258740,Harlem,Private room,2,1.0,1.0,1,143,4.85,58.0
353317,Chinatown,Private room,2,1.0,1.0,30,161,4.39,93.0
258930,Chinatown,Entire home/apt,3,1.0,1.0,30,4,4.67,95.0
292800,West Village,Entire home/apt,2,1.0,1.0,75,115,4.86,160.0
261259,West Village,Entire home/apt,2,1.0,1.0,7,11,4.56,145.0
261674,Chelsea,Private room,2,1.0,1.0,30,20,4.95,95.0
261781,West Village,Entire home/apt,4,2.0,2.0,30,8,4.75,375.0
294250,Upper West Side,Entire home/apt,2,1.0,2.0,6,130,4.79,150.0
262478,Lower East Side,Private room,2,1.0,1.0,30,11,4.91,120.0
295998,Upper West Side,Entire home/apt,2,1.0,1.0,30,55,4.93,300.0
262583,West Village,Entire home/apt,4,1.0,2.0,4,246,4.47,289.0
378460,Hell's Kitchen,Entire home/apt,4,1.0,2.0,31,17,4.69,110.0
299062,Upper East Side,Private room,2,1.0,1.0,30,0,,120.0
263888,Upper West Side,Entire home/apt,2,1.0,1.0,30,241,4.99,220.0
265145,Theater District,Entire home/apt,2,1.0,1.0,30,8,4.88,200.0
265506,Upper East Side,Entire home/apt,6,1.0,3.0,30,11,4.89,496.0
302238,Harlem,Entire home/apt,9,1.0,8.0,30,7,4.6,282.0
266449,Lower East Side,Entire home/apt,4,1.0,2.0,30,77,4.58,165.0
302280,Harlem,Entire home/apt,9,1.0,4.0,30,10,3.43,200.0
386744,Upper East Side,Private room,1,1.0,1.0,30,104,4.65,120.0
266753,Lower East Side,Entire home/apt,4,1.0,2.0,3,90,4.26,201.0
302309,Harlem,Entire home/apt,9,1.0,7.0,30,6,4.4,300.0
302705,Upper East Side,Private room,1,1.0,1.0,30,2,5.0,60.0
386799,Midtown,Entire home/apt,5,1.0,2.0,3,116,4.85,250.0
302758,East Harlem,Entire home/apt,2,1.0,2.0,7,12,4.5,150.0
303264,Harlem,Entire home/apt,10,1.0,6.0,30,7,4.5,225.0
387666,Washington Heights,Private room,2,2.0,3.0,30,10,4.9,99.0
268868,Chelsea,Entire home/apt,2,1.0,1.0,4,94,4.83,301.0
305245,Harlem,Entire home/apt,9,1.0,3.0,30,9,4.5,395.0
396636,Harlem,Entire home/apt,2,1.0,1.0,30,42,4.73,135.0
465706,Upper West Side,Entire home/apt,2,1.0,1.0,3,10,4.7,186.0
397034,Upper West Side,Private room,1,1.0,1.0,30,25,4.68,126.0
312415,Theater District,Private room,2,1.0,1.0,3,59,4.67,113.0
314982,East Village,Private room,2,1.0,1.0,5,165,4.75,99.0
403712,East Village,Entire home/apt,3,1.0,1.0,30,6,5.0,300.0
467569,Lower East Side,Entire home/apt,2,1.0,1.0,50,39,4.79,311.0
467866,West Village,Private room,2,1.0,1.0,2,228,4.9,100.0
318021,Harlem,Private room,1,1.0,1.0,3,80,4.96,110.0
408491,West Village,Entire home/apt,2,1.0,1.0,30,0,,145.0
470498,Battery Park City,Private room,2,1.0,1.0,30,8,5.0,65.0
471712,Harlem,Private room,2,1.0,1.0,30,74,4.89,86.0
471758,Tribeca,Entire home/apt,5,2.0,4.0,30,3,5.0,500.0
321014,Gramercy,Entire home/apt,4,1.5,1.0,5,18,4.78,275.0
321136,Washington Heights,Entire home/apt,2,1.0,1.0,4,63,4.84,133.0
474283,Hell's Kitchen,Entire home/apt,2,1.0,1.0,30,0,,112.0
415304,East Village,Entire home/apt,1,1.0,1.0,30,1,5.0,175.0
476983,Harlem,Private room,2,1.5,2.0,1,626,4.65,57.0
325429,Upper East Side,Entire home/apt,2,1.0,1.0,4,142,4.78,156.0
478053,Two Bridges,Private room,2,1.0,1.0,2,73,4.84,207.0
326832,Upper East Side,Entire home/apt,2,1.0,4.0,30,37,4.66,162.0
328040,Murray Hill,Entire home/apt,4,2.0,2.0,7,36,4.75,349.0
419792,Lower East Side,Entire home/apt,4,1.0,2.0,7,5,5.0,275.0
421539,East Harlem,Entire home/apt,4,1.0,2.0,21,62,4.86,200.0
333323,Hell's Kitchen,Private room,1,1.0,1.0,6,162,4.75,65.0
430427,Washington Heights,Private room,2,1.0,1.0,30,13,4.9,40.0
342995,Harlem,Private room,2,1.0,1.0,3,90,4.78,120.0
430665,Upper West Side,Entire home/apt,4,1.0,2.0,30,8,4.83,250.0
431865,Washington Heights,Entire home/apt,5,1.0,3.0,4,97,4.94,332.0
343276,Hell's Kitchen,Private room,2,1.0,2.0,5,177,4.88,101.0
343971,Harlem,Private room,2,1.0,1.0,1,56,4.54,200.0
489018,East Village,Entire home/apt,2,1.0,2.0,31,64,4.89,185.0
490278,Midtown,Entire home/apt,2,1.0,1.0,30,30,4.5,499.0
437906,East Village,Entire home/apt,2,2.0,1.0,30,4,4.75,350.0
549873,East Village,Entire home/apt,2,1.0,1.0,30,5,4.8,90.0
550858,Chelsea,Entire home/apt,5,2.0,3.0,30,15,5.0,399.0
442649,Chelsea,Entire home/apt,4,1.0,1.0,30,11,5.0,125.0
491942,Upper West Side,Entire home/apt,2,1.0,1.0,30,24,4.62,199.0
443646,Upper West Side,Entire home/apt,2,3.0,1.0,30,41,4.54,160.0
552639,Harlem,Entire home/apt,5,1.0,3.0,2,143,4.85,129.0
447766,Kips Bay,Private room,1,1.0,1.0,30,1,4.0,101.0
553903,Harlem,Private room,3,1.0,1.0,2,59,4.9,130.0
450577,Upper West Side,Entire home/apt,2,1.0,2.0,5,122,4.78,325.0
560078,East Village,Entire home/apt,2,1.0,2.0,3,125,4.89,245.0
452093,Murray Hill,Private room,2,1.0,1.0,3,1,5.0,150.0
563442,West Village,Entire home/apt,2,1.0,1.0,30,29,4.42,197.0
453255,Lower East Side,Entire home/apt,3,1.0,2.0,7,17,4.88,240.0
501041,Upper West Side,Private room,2,1.0,3.0,5,3,5.0,250.0
504322,Greenwich Village,Entire home/apt,2,1.0,1.0,30,21,4.95,175.0
564649,Kips Bay,Entire home/apt,2,1.0,1.0,60,39,4.89,200.0
504437,Lower East Side,Entire home/apt,1,1.0,2.0,30,66,4.6,84.0
454334,Harlem,Private room,3,1.0,1.0,30,3,5.0,65.0
454763,Inwood,Entire home/apt,2,1.0,2.0,30,11,4.82,99.0
566712,East Village,Private room,4,1.0,2.0,30,140,4.64,59.0
455734,Inwood,Entire home/apt,2,1.0,1.0,2,163,4.6,110.0
505581,Harlem,Entire home/apt,2,1.0,1.0,7,24,4.55,110.0
455801,Harlem,Private room,1,1.0,3.0,8,109,4.85,100.0
456110,Chelsea,Entire home/apt,4,1.0,1.0,30,22,4.45,139.0
512022,Lower East Side,Entire home/apt,2,1.0,1.0,5,33,4.7,200.0
568743,East Village,Entire home/apt,5,1.0,4.0,2,372,4.34,240.0
456190,West Village,Entire home/apt,2,1.0,1.0,3,401,4.65,184.0
456457,Greenwich Village,Entire home/apt,4,1.0,2.0,30,7,4.5,315.0
456578,Washington Heights,Private room,1,1.0,1.0,30,1,5.0,100.0
570797,Hell's Kitchen,Private room,2,0.0,1.0,30,20,4.94,100.0
457829,East Village,Entire home/apt,4,1.0,4.0,10,216,4.24,141.0
459066,Upper East Side,Entire home/apt,2,1.0,1.0,30,23,4.55,150.0
573612,Harlem,Private room,1,1.0,1.0,1,178,4.85,152.0
460999,Harlem,Entire home/apt,4,1.0,4.0,30,9,4.5,80.0
576227,Harlem,Private room,2,1.0,3.0,1,4,5.0,76.0
640990,East Harlem,Private room,3,1.0,1.0,30,131,4.71,89.0
641768,Hell's Kitchen,Entire home/apt,3,1.0,1.0,30,11,5.0,375.0
576916,Upper West Side,Entire home/apt,4,1.0,1.0,30,4,5.0,165.0
643591,Upper West Side,Entire home/apt,2,1.0,1.0,30,8,4.43,154.0
578267,Two Bridges,Private room,1,1.5,1.0,30,45,4.83,98.0
644833,Harlem,Private room,10,2.5,7.0,5,129,4.49,510.0
518566,Upper East Side,Private room,1,1.0,1.0,30,16,4.8,82.0
645075,Hell's Kitchen,Private room,2,1.0,1.0,2,368,4.87,129.0
580323,East Harlem,Private room,2,1.0,1.0,4,67,4.92,55.0
645922,Midtown,Private room,2,1.0,1.0,30,41,4.36,120.0
645942,NoHo,Entire home/apt,3,1.0,1.0,5,54,4.83,250.0
647580,East Village,Entire home/apt,2,1.0,1.0,30,11,4.44,150.0
649561,Chelsea,Entire home/apt,2,1.0,1.0,30,0,,135.0
525523,East Harlem,Private room,2,1.0,2.0,30,46,4.68,69.0
526942,Upper East Side,Private room,2,1.0,1.0,14,8,4.67,115.0
649972,Lower East Side,Entire home/apt,3,1.0,1.0,30,0,,199.0
651375,SoHo,Entire home/apt,5,2.0,2.0,7,91,4.94,595.0
528615,West Village,Entire home/apt,2,1.0,1.0,30,1,4.0,207.0
583352,East Village,Entire home/apt,2,1.0,1.0,60,5,5.0,120.0
584122,Hell's Kitchen,Private room,2,1.0,1.0,30,73,4.79,200.0
651475,East Village,Private room,2,1.0,1.0,1,461,4.58,98.0
655811,Chinatown,Entire home/apt,9,1.0,3.0,2,21,4.86,566.0
530431,Harlem,Entire home/apt,4,1.0,4.0,3,305,4.86,225.0
530576,Upper West Side,Private room,1,1.0,1.0,30,93,4.77,100.0
531258,Greenwich Village,Entire home/apt,2,1.0,1.0,30,28,4.32,137.0
533168,Nolita,Entire home/apt,2,1.0,2.0,30,99,4.87,375.0
587740,SoHo,Entire home/apt,2,1.5,1.0,30,22,4.82,211.0
657727,Upper West Side,Entire home/apt,2,1.0,2.0,30,142,4.48,167.0
538344,East Village,Entire home/apt,4,1.0,2.0,2,293,4.72,150.0
590903,Harlem,Private room,2,1.0,2.0,30,60,4.8,68.0
538465,Inwood,Entire home/apt,2,1.0,1.0,30,36,4.75,106.0
658366,Gramercy,Entire home/apt,2,1.0,1.0,30,233,4.47,224.0
591135,Nolita,Private room,1,1.0,1.0,31,157,4.76,185.0
658515,East Harlem,Private room,2,1.0,1.0,2,60,4.89,126.0
591565,Tribeca,Private room,4,1.0,3.0,30,62,4.92,229.0
540057,Harlem,Entire home/apt,6,1.0,3.0,2,232,4.87,213.0
593000,Upper East Side,Entire home/apt,2,1.0,1.0,30,12,4.63,100.0
659952,Hell's Kitchen,Entire home/apt,2,1.0,1.0,30,47,4.93,456.0
593292,Midtown,Private room,2,1.0,1.0,1,490,4.62,298.0
660036,Upper West Side,Private room,1,1.0,1.0,30,98,4.92,307.0
594036,West Village,Entire home/apt,4,2.0,2.0,30,5,5.0,300.0
663608,Kips Bay,Entire home/apt,2,1.0,1.0,4,89,4.92,350.0
544331,Upper East Side,Entire home/apt,3,1.0,1.0,12,23,4.87,105.0
594732,Greenwich Village,Entire home/apt,2,2.0,1.0,30,0,,318.0
664047,Upper West Side,Entire home/apt,8,2.5,3.0,30,59,4.86,2500.0
599595,Upper West Side,Entire home/apt,2,1.0,1.0,30,15,4.9,156.0
665394,Theater District,Entire home/apt,2,1.0,1.0,31,18,5.0,220.0
666220,East Village,Private room,1,1.0,1.0,30,6,4.67,75.0
734749,Upper West Side,Entire home/apt,2,1.0,1.0,181,82,4.71,155.0
666837,Lower East Side,Entire home/apt,2,1.0,1.0,30,122,4.61,110.0
667375,Chelsea,Entire home/apt,2,1.0,1.0,30,17,5.0,200.0
667502,Washington Heights,Entire home/apt,6,1.0,3.0,31,94,4.9,150.0
739239,Upper West Side,Entire home/apt,3,1.0,2.0,30,15,5.0,229.0
669774,Harlem,Entire home/apt,1,1.0,1.0,30,23,4.82,150.0
606269,Hell's Kitchen,Entire home/apt,2,1.0,1.0,30,64,4.9,149.0
680104,Chinatown,Private room,1,1.0,1.0,30,32,4.94,137.0
739242,Upper West Side,Entire home/apt,3,1.0,2.0,30,18,4.89,166.0
741154,Tribeca,Entire home/apt,6,1.0,3.0,30,10,4.6,210.0
741712,Gramercy,Entire home/apt,2,1.0,1.0,30,1,4.0,75.0
741783,West Village,Entire home/apt,7,1.0,3.0,30,237,4.42,175.0
683821,Harlem,Private room,2,1.0,1.0,9,91,4.87,72.0
607781,East Harlem,Entire home/apt,2,1.0,1.0,7,226,4.72,89.0
745037,Midtown,Entire home/apt,2,1.0,2.0,5,127,4.76,166.0
746393,Harlem,Private room,4,1.0,2.0,4,74,4.82,275.0
611009,East Village,Entire home/apt,5,1.0,2.0,30,278,4.72,245.0
747029,Chelsea,Private room,2,1.0,1.0,5,30,4.93,175.0
747605,East Village,Entire home/apt,2,1.0,1.0,30,233,4.75,150.0
611156,Harlem,Private room,1,1.0,1.0,1,18,5.0,85.0
748233,East Village,Entire home/apt,2,1.0,1.0,30,11,4.4,120.0
613528,Harlem,Entire home/apt,2,1.0,2.0,2,172,4.84,60.0
695465,East Village,Entire home/apt,2,0.5,1.0,30,107,4.71,85.0
698094,Midtown,Private room,2,1.0,1.0,30,31,4.93,120.0
752616,Chinatown,Entire home/apt,4,1.0,2.0,3,73,4.9,1000.0
698514,West Village,Entire home/apt,2,1.0,1.0,30,9,4.88,275.0
619144,Hell's Kitchen,Shared room,16,1.0,1.0,30,2,5.0,2000.0
753622,East Village,Private room,1,1.0,1.0,7,84,4.51,89.0
624222,Harlem,Entire home/apt,4,1.0,4.0,30,18,4.65,155.0
703745,East Village,Entire home/apt,2,1.0,1.0,30,11,4.8,130.0
627432,East Village,Entire home/apt,2,1.0,1.0,7,65,4.69,186.0
628078,Harlem,Entire home/apt,2,1.0,1.0,30,6,5.0,105.0
628183,Upper West Side,Entire home/apt,2,1.0,2.0,30,0,,300.0
707396,East Village,Entire home/apt,3,1.0,4.0,2,135,4.87,417.0
707736,Harlem,Entire home/apt,4,1.5,2.0,30,8,4.75,299.0
758919,West Village,Entire home/apt,2,1.0,1.0,30,2,5.0,500.0
711635,East Village,Entire home/apt,2,1.0,2.0,30,93,4.78,197.0
629949,Upper East Side,Private room,3,1.0,2.0,1,200,4.5,90.0
633334,Upper East Side,Entire home/apt,3,1.0,3.0,365,0,,170.0
762145,Upper West Side,Entire home/apt,2,1.0,1.0,30,16,4.71,325.0
634353,Upper West Side,Entire home/apt,3,1.0,1.0,30,44,4.95,1000.0
762426,Upper West Side,Private room,4,2.0,1.0,30,16,4.67,100.0
637426,East Village,Entire home/apt,1,1.0,1.0,14,0,,160.0
639781,East Village,Entire home/apt,3,1.0,2.0,30,2,5.0,275.0
801281,Lower East Side,Entire home/apt,2,1.0,1.0,30,40,4.94,158.0
802677,Upper West Side,Entire home/apt,3,1.0,1.0,30,16,4.53,173.0
766814,Hell's Kitchen,Entire home/apt,1,1.0,1.0,30,0,,95.0
721663,Midtown,Entire home/apt,2,1.0,1.0,4,91,4.72,299.0
803778,NoHo,Entire home/apt,6,2.0,5.0,30,55,4.69,425.0
721762,East Village,Entire home/apt,2,1.0,1.0,30,94,4.7,90.0
767286,Upper West Side,Private room,1,1.0,1.0,7,86,4.4,103.0
769175,Washington Heights,Private room,1,1.5,2.0,30,1,5.0,67.0
723507,Upper West Side,Entire home/apt,2,1.0,1.0,30,18,4.89,204.0
723560,Lower East Side,Entire home/apt,4,1.0,3.0,5,95,4.55,280.0
729841,West Village,Entire home/apt,2,1.0,1.0,2,40,4.66,250.0
731316,Chelsea,Entire home/apt,2,1.0,1.0,30,6,4.8,142.0
808476,Washington Heights,Private room,1,1.0,2.0,1,1,5.0,85.0
773993,Upper East Side,Private room,2,1.0,1.0,2,154,4.79,85.0
